iter	Passed	Remaining
555	1313	1048
556	1315	1046
557	1318	1044
558	1320	1042
559	1323	1039
560	1325	1037
561	1327	1034
562	1330	1032
563	1332	1030
564	1334	1027
565	1337	1025
566	1339	1022
567	1341	1020
568	1343	1018
569	1346	1015
570	1348	1013
571	1350	1010
572	1353	1008
573	1355	1006
574	1357	1003
575	1360	1001
576	1362	998
577	1365	996
578	1367	994
579	1369	991
580	1372	989
581	1374	987
582	1376	984
583	1379	982
584	1381	980
585	1383	977
586	1386	975
587	1388	973
588	1391	970
589	1394	969
590	1397	966
591	1399	964
592	1402	962
593	1404	959
594	1406	957
595	1409	955
596	1411	952
597	1414	950
598	1416	948
599	1419	946
600	1421	943
601	1424	941
602	1426	939
603	1429	937
604	1431	934
605	1434	932
606	1436	930
607	1438	927
608	1441	925
609	1443	922
610	1445	920
611	1448	918
612	1450	915
613	1452	913
614	1455	910
615	1457	908
616	1459	906
617	1461	903
618	1464	901
619	1466	898
620	1469	896
621	1471	894
622	1473	891
623	1475	889
624	1478	887
625	1480	884
626	1483	882
627	1485	880
628	1488	877
629	1490	875
630	1493	873
631	1495	870
632	1498	868
633	1500	866
634	1502	863
635	1505	861
636	1507	859
637	1510	856
638	1512	854
639	1515	852
640	1517	849
641	1519	847
642	1522	845
643	1524	842
644	1526	840
645	1529	837
646	1531	835
647	1533	833
648	1535	830
649	1538	828
650	1540	825
651	1542	823
652	1545	821
653	1547	818
654	1549	816
655	1552	813
656	1554	811
657	1556	809
658	1559	806
659	1561	804
660	1563	801
661	1565	799
662	1567	796
663	1570	794
664	1572	792
665	1574	789
666	1577	787
667	1579	785
668	1582	782
669	1584	780
670	1587	778
671	1589	775
672	1592	773
673	1595	771
674	1597	769
675	1600	766
676	1602	764
677	1605	762
678	1607	759
679	1609	757
680	1612	755
681	1614	752
682	1616	750
683	1619	747
684	1621	745
685	1623	743
686	1626	740
687	1628	738
688	1631	736
689	1633	733
690	1635	731
691	1638	729
692	1640	726
693	1642	724
694	1645	721
695	1647	719
696	1649	717
697	1652	714
698	1654	712
699	1656	710
700	1659	707
701	1661	705
702	1664	703
703	1666	700
704	1669	698
705	1672	696
706	1675	694
707	1677	691
708	1679	689
709	1682	687
710	1685	684
711	1687	682
712	1689	680
713	1692	677
714	1694	675
715	1697	673
716	1699	670
717	1702	668
718	1704	666
719	1706	663
720	1709	661
721	1711	659
722	1714	656
723	1716	654
724	1718	651
725	1721	649
726	1723	647
727	1725	644
728	1728	642
729	1730	640
730	1732	637
731	1735	635
732	1737	632
733	1739	630
734	1742	628
735	1744	625
736	1746	623
737	1749	620
738	1751	618
739	1753	616
740	1756	613
741	1758	611
742	1760	609
743	1763	606
744	1765	604
745	1768	602
746	1770	599
747	1773	597
748	1776	595
749	1778	592
750	1780	590
751	1783	588
752	1785	585
753	1788	583
754	1790	581
755	1793	578
756	1795	576
757	1797	573
758	1800	571
759	1802	569
760	1804	566
761	1807	564
762	1809	562
763	1811	559
764	1814	557
765	1816	554
766	1818	552
767	1821	550
768	1823	547
769	1825	545
770	1828	543
771	1830	540
772	1832	538
773	1835	535
774	1837	533
775	1839	531
776	1842	528
777	1844	526
778	1846	523
779	1849	521
780	1852	519
781	1854	517
782	1857	514
783	1859	512
784	1861	509
785	1864	507
786	1867	505
787	1869	503
788	1872	500
789	1875	498
790	1877	496
791	1880	493
792	1883	491
793	1885	489
794	1888	486
795	1890	484
796	1892	482
797	1895	479
798	1897	477
799	1900	475
800	1902	472
801	1904	470
802	1907	467
803	1909	465
804	1912	463
805	1914	460
806	1916	458
807	1919	456
808	1921	453
809	1924	451
810	1926	448
811	1929	446
812	1931	444
813	1933	441
814	1935	439
815	1938	437
816	1940	434
817	1942	432
818	1945	429
819	1947	427
820	1949	425
821	1951	422
822	1954	420
823	1956	417
824	1959	415
825	1961	413
826	1963	410
827	1966	408
828	1968	406
829	1971	403
830	1973	401
831	1975	398
832	1979	396
833	1982	394
834	1984	392
835	1987	389
836	1989	387
837	1991	385
838	1994	382
839	1997	380
840	1999	378
841	2001	375
842	2004	373
843	2006	370
844	2009	368
845	2011	366
846	2013	363
847	2016	361
848	2018	358
849	2020	356
850	2023	354
851	2025	351
852	2027	349
853	2030	347
854	2032	344
855	2034	342
856	2036	339
857	2039	337
858	2041	335
859	2043	332
860	2046	330
861	2048	327
862	2050	325
863	2052	323
864	2055	320
865	2058	318
866	2060	316
867	2063	313
868	2065	311
869	2068	309
870	2070	306
871	2072	304
872	2075	301
873	2078	299
874	2080	297
875	2083	294
876	2085	292
877	2088	290
878	2090	287
879	2092	285
880	2095	282
881	2097	280
882	2099	278
883	2101	275
884	2104	273
885	2106	271
886	2109	268
887	2112	266
888	2114	264
889	2117	261
890	2119	259
891	2121	256
892	2124	254
893	2126	252
894	2129	249
895	2131	247
896	2133	245
897	2135	242
898	2139	240
899	2141	237
900	2143	235
901	2146	233
902	2148	230
903	2151	228
904	2153	226
905	2156	223
906	2158	221
907	2161	218
908	2163	216
909	2166	214
910	2168	211
911	2171	209
912	2173	207
913	2176	204
914	2178	202
915	2181	200
916	2183	197
917	2186	195
918	2188	192
919	2190	190
920	2193	188
921	2195	185
922	2197	183
923	2200	180
924	2202	178
925	2204	176
926	2207	173
927	2209	171
928	2211	169
929	2214	166
930	2216	164
931	2219	161
932	2221	159
933	2223	157
934	2225	154
935	2228	152
936	2230	149
937	2232	147
938	2235	145
939	2237	142
940	2239	140
941	2242	138
942	2245	135
943	2248	133
944	2250	130
945	2253	128
946	2255	126
947	2258	123
948	2260	121
949	2262	119
950	2265	116
951	2267	114
952	2270	111
953	2272	109
954	2275	107
955	2277	104
956	2280	102
957	2282	100
958	2284	97
959	2287	95
960	2289	92
961	2291	90
962	2293	88
963	2296	85
964	2298	83
965	2300	80
966	2303	78
967	2305	76
968	2307	73
969	2309	71
970	2312	69
971	2314	66
972	2316	64
973	2318	61
974	2321	59
975	2323	57
976	2325	54
977	2328	52
978	2330	49
979	2332	47
980	2335	45
981	2337	42
982	2340	40
983	2343	38
984	2345	35
985	2349	33
986	2352	30
987	2355	28
988	2357	26
989	2359	23
990	2362	21
991	2364	19
992	2367	16
993	2369	14
994	2372	11
995	2374	9
996	2377	7
997	2379	4
998	2382	2
999	2384	0
