iter	Passed	Remaining
343	911	1738
344	914	1735
345	916	1732
346	919	1729
347	921	1726
348	923	1723
349	926	1720
350	928	1717
351	931	1714
352	933	1710
353	935	1707
354	938	1704
355	940	1701
356	943	1698
357	945	1695
358	947	1692
359	950	1689
360	952	1686
361	954	1682
362	957	1679
363	959	1677
364	962	1674
365	964	1671
366	967	1668
367	969	1664
368	971	1661
369	974	1658
370	976	1655
371	978	1652
372	981	1649
373	983	1646
374	986	1643
375	988	1640
376	990	1637
377	993	1634
378	995	1631
379	998	1628
380	1000	1625
381	1003	1622
382	1005	1620
383	1008	1617
384	1010	1613
385	1012	1610
386	1014	1607
387	1017	1604
388	1019	1601
389	1021	1597
390	1024	1594
391	1026	1592
392	1029	1589
393	1031	1586
394	1033	1583
395	1036	1580
396	1038	1577
397	1041	1574
398	1043	1572
399	1046	1569
400	1048	1566
401	1050	1563
402	1053	1560
403	1055	1557
404	1058	1554
405	1060	1551
406	1062	1548
407	1065	1545
408	1067	1542
409	1069	1539
410	1072	1536
411	1074	1533
412	1077	1531
413	1080	1528
414	1082	1526
415	1085	1523
416	1087	1520
417	1090	1517
418	1092	1514
419	1094	1511
420	1097	1509
421	1099	1506
422	1101	1503
423	1104	1500
424	1106	1497
425	1109	1494
426	1112	1493
427	1115	1490
428	1117	1487
429	1119	1484
430	1122	1481
431	1124	1478
432	1126	1475
433	1129	1472
434	1131	1469
435	1133	1466
436	1136	1463
437	1138	1460
438	1140	1457
439	1142	1454
440	1145	1451
441	1147	1448
442	1149	1445
443	1151	1442
444	1154	1439
445	1156	1436
446	1159	1433
447	1161	1430
448	1163	1428
449	1166	1425
450	1168	1422
451	1170	1419
452	1173	1416
453	1175	1413
454	1177	1410
455	1179	1407
456	1182	1404
457	1184	1401
458	1187	1399
459	1189	1396
460	1191	1393
461	1194	1390
462	1198	1389
463	1201	1387
464	1203	1384
465	1206	1382
466	1208	1379
467	1211	1376
468	1213	1373
469	1215	1370
470	1218	1368
471	1220	1365
472	1223	1362
473	1225	1359
474	1227	1357
475	1230	1354
476	1232	1351
477	1235	1348
478	1237	1346
479	1240	1343
480	1242	1340
481	1244	1337
482	1247	1335
483	1249	1332
484	1251	1329
485	1254	1326
486	1256	1324
487	1259	1321
488	1261	1318
489	1264	1315
490	1266	1312
491	1268	1310
492	1271	1307
493	1273	1304
494	1275	1301
495	1278	1299
496	1280	1296
497	1283	1293
498	1285	1290
499	1287	1287
500	1290	1285
501	1292	1282
502	1295	1279
503	1297	1276
504	1299	1274
505	1302	1271
506	1304	1268
507	1306	1265
508	1309	1262
509	1311	1260
510	1313	1257
511	1316	1254
512	1318	1251
513	1320	1248
514	1323	1246
515	1327	1244
516	1329	1242
517	1332	1239
518	1334	1236
519	1336	1234
520	1339	1231
521	1341	1228
522	1344	1225
523	1346	1223
524	1348	1220
525	1351	1217
526	1353	1214
527	1355	1212
528	1358	1209
529	1360	1206
530	1362	1203
531	1365	1200
532	1367	1198
533	1369	1195
534	1372	1192
535	1374	1189
536	1376	1187
537	1379	1184
538	1381	1181
539	1383	1178
540	1386	1175
541	1388	1173
542	1390	1170
543	1392	1167
544	1395	1164
545	1397	1162
546	1400	1159
547	1402	1156
548	1404	1153
549	1407	1151
550	1409	1148
551	1411	1145
552	1414	1143
553	1416	1140
554	1418	1137
555	1421	1134
556	1423	1132
557	1425	1129
558	1428	1126
559	1430	1123
560	1432	1121
561	1434	1118
562	1437	1115
563	1439	1112
564	1441	1110
565	1444	1107
566	1446	1104
567	1448	1101
568	1451	1099
569	1453	1096
570	1455	1093
571	1458	1090
572	1460	1088
573	1462	1085
574	1465	1082
575	1467	1080
576	1469	1077
577	1474	1076
578	1477	1073
579	1479	1071
580	1481	1068
581	1484	1065
582	1486	1063
583	1491	1062
584	1493	1059
585	1496	1057
586	1498	1054
587	1501	1051
588	1503	1049
589	1505	1046
590	1508	1043
591	1510	1040
592	1512	1038
593	1515	1035
594	1517	1033
595	1520	1030
596	1522	1027
597	1525	1025
598	1527	1022
599	1529	1019
600	1532	1017
601	1534	1014
602	1536	1011
603	1539	1009
604	1541	1006
605	1543	1003
606	1546	1001
607	1548	998
608	1550	995
609	1552	992
610	1555	990
611	1558	987
612	1560	985
613	1562	982
614	1566	980
615	1569	978
616	1572	976
617	1574	973
618	1577	971
619	1580	968
620	1582	965
621	1585	963
622	1587	960
623	1590	958
624	1593	955
625	1595	953
626	1598	950
627	1600	948
628	1603	945
629	1606	943
630	1608	940
631	1611	938
632	1614	935
633	1616	933
634	1619	930
635	1621	928
636	1623	925
637	1626	922
638	1628	920
639	1633	918
640	1635	916
641	1638	913
642	1640	910
643	1644	909
644	1647	906
645	1649	904
646	1652	901
647	1654	898
648	1657	896
649	1659	893
650	1662	891
651	1666	889
652	1668	886
653	1671	884
654	1673	881
655	1676	879
656	1678	876
657	1681	874
658	1684	871
659	1686	868
660	1689	866
661	1691	863
662	1694	861
663	1696	858
664	1699	855
665	1702	853
666	1705	851
667	1708	849
668	1710	846
669	1713	843
670	1715	841
671	1717	838
672	1720	836
673	1723	833
674	1725	830
675	1728	828
676	1730	825
677	1733	823
678	1735	820
679	1737	817
680	1740	815
681	1743	813
682	1747	810
683	1749	808
684	1752	805
685	1754	803
686	1756	800
687	1759	797
688	1762	795
689	1764	792
690	1766	790
691	1769	787
692	1771	784
693	1774	782
694	1776	779
695	1779	777
696	1782	774
697	1784	772
698	1787	769
699	1789	767
700	1792	764
701	1794	761
702	1797	759
703	1799	756
704	1802	754
705	1805	751
706	1808	749
707	1810	746
708	1812	744
709	1815	741
710	1818	739
711	1820	736
712	1823	733
713	1825	731
714	1828	728
715	1830	726
716	1832	723
717	1835	720
718	1837	718
719	1840	715
720	1842	712
721	1845	710
722	1847	707
723	1850	705
724	1852	702
725	1854	700
726	1857	697
727	1860	695
728	1863	692
729	1866	690
730	1868	687
731	1871	685
732	1873	682
733	1876	679
734	1878	677
735	1881	674
736	1883	672
737	1886	669
738	1888	666
739	1890	664
740	1893	661
741	1896	659
742	1898	656
743	1901	654
744	1903	651
745	1906	648
746	1908	646
747	1911	643
748	1913	641
749	1916	638
750	1918	636
751	1920	633
752	1923	630
753	1926	628
754	1928	625
755	1931	623
756	1933	620
757	1935	618
758	1938	615
759	1940	612
760	1943	610
761	1946	607
762	1948	605
763	1951	602
764	1954	600
765	1956	597
766	1959	595
767	1961	592
768	1964	590
769	1966	587
770	1969	584
771	1971	582
772	1974	579
773	1976	577
774	1979	574
775	1981	572
776	1983	569
777	1986	566
778	1988	564
779	1991	561
780	1994	559
781	1996	556
782	1999	554
783	2001	551
784	2004	548
785	2006	546
786	2009	543
787	2011	541
788	2013	538
789	2016	535
790	2018	533
791	2021	530
792	2023	528
793	2026	525
794	2028	523
795	2031	520
796	2033	518
797	2036	515
798	2038	512
799	2041	510
800	2043	507
801	2046	505
802	2048	502
803	2051	500
804	2053	497
805	2056	494
806	2058	492
807	2061	489
808	2063	487
809	2066	484
810	2068	482
811	2070	479
812	2073	476
813	2076	474
814	2078	471
815	2081	469
816	2083	466
817	2085	464
818	2088	461
819	2090	458
820	2093	456
821	2095	453
822	2098	451
823	2100	448
824	2103	446
825	2105	443
826	2108	441
827	2111	438
828	2113	435
829	2116	433
830	2119	431
831	2121	428
832	2124	425
833	2127	423
834	2129	420
835	2132	418
836	2134	415
837	2136	413
838	2139	410
839	2141	407
840	2144	405
841	2146	402
842	2149	400
843	2151	397
844	2154	395
845	2157	392
846	2160	390
847	2162	387
848	2164	385
849	2167	382
850	2169	379
851	2172	377
852	2174	374
853	2177	372
854	2179	369
855	2182	367
856	2184	364
857	2186	361
858	2189	359
859	2191	356
860	2194	354
861	2197	351
862	2200	349
863	2202	346
864	2205	344
865	2207	341
866	2210	339
867	2212	336
868	2215	333
869	2217	331
870	2220	328
871	2222	326
872	2225	323
873	2227	321
874	2230	318
875	2233	316
876	2236	313
877	2238	311
878	2241	308
879	2243	305
880	2246	303
881	2248	300
882	2251	298
883	2254	295
884	2256	293
885	2259	290
886	2261	288
887	2264	285
888	2266	283
889	2269	280
890	2272	277
891	2274	275
892	2277	272
893	2280	270
894	2283	267
895	2285	265
896	2288	262
897	2291	260
898	2293	257
899	2296	255
900	2298	252
901	2301	250
902	2304	247
903	2306	244
904	2309	242
905	2312	239
906	2314	237
907	2317	234
908	2320	232
909	2322	229
910	2325	227
911	2328	224
912	2331	222
913	2334	219
914	2336	217
915	2339	214
916	2341	211
917	2344	209
918	2347	206
919	2349	204
920	2352	201
921	2354	199
922	2356	196
923	2360	194
924	2363	191
925	2366	189
926	2368	186
927	2371	183
928	2373	181
929	2376	178
930	2379	176
931	2382	173
932	2384	171
933	2387	168
934	2389	166
935	2392	163
936	2394	161
937	2397	158
938	2400	155
939	2402	153
940	2405	150
941	2408	148
942	2410	145
943	2413	143
944	2415	140
945	2418	138
946	2421	135
947	2423	132
948	2426	130
949	2428	127
950	2431	125
951	2433	122
952	2436	120
953	2439	117
954	2442	115
955	2444	112
956	2447	109
957	2450	107
958	2453	104
959	2456	102
960	2458	99
961	2461	97
962	2463	94
963	2466	92
964	2468	89
965	2471	86
966	2473	84
967	2475	81
968	2478	79
969	2481	76
970	2483	74
971	2486	71
972	2488	69
973	2491	66
974	2494	63
975	2496	61
976	2499	58
977	2501	56
978	2504	53
979	2506	51
980	2509	48
981	2511	46
982	2515	43
983	2517	40
984	2520	38
985	2523	35
986	2525	33
987	2528	30
988	2530	28
989	2533	25
990	2536	23
991	2538	20
992	2541	17
993	2543	15
994	2545	12
995	2548	10
996	2551	7
997	2553	5
998	2556	2
999	2558	0
