iter	Logloss
422	0.1763666749
423	0.1762565396
424	0.1761819913
425	0.1761067746
426	0.1760425813
427	0.17589108
428	0.1758217528
429	0.175757741
430	0.1756825538
431	0.1756071732
432	0.1755531576
433	0.1754642507
434	0.1754357658
435	0.1753069928
436	0.1752090909
437	0.175139162
438	0.1750600076
439	0.1749576338
440	0.1749198196
441	0.1748807572
442	0.1748214163
443	0.1747286063
444	0.1746178343
445	0.1745544424
446	0.1745328756
447	0.1745063785
448	0.1744306638
449	0.1743442645
450	0.1742712035
451	0.1741520375
452	0.1740278585
453	0.1739727129
454	0.1739156813
455	0.1738154689
456	0.1737609022
457	0.1737004646
458	0.1735161594
459	0.1734718019
460	0.1734185025
461	0.1732316934
462	0.1730852738
463	0.1730587569
464	0.1730074849
465	0.1729460137
466	0.1728809245
467	0.1728303083
468	0.1727868248
469	0.1726784719
470	0.1725993389
471	0.172580447
472	0.1725103347
473	0.1724696864
474	0.1723282636
475	0.1722567135
476	0.1721723677
477	0.1721533645
478	0.1720750886
479	0.1720373303
480	0.1719880727
481	0.1719045466
482	0.1718223624
483	0.1717301393
484	0.1716686245
485	0.1715990946
486	0.1715194889
487	0.171462903
488	0.1713459079
489	0.1712714518
490	0.1711933195
491	0.1711212446
492	0.1710333899
493	0.1709867834
494	0.1709594167
495	0.1709101258
496	0.1708576235
497	0.1708066735
498	0.1707472946
499	0.1706833611
500	0.1706043122
501	0.1705513745
502	0.1704919173
503	0.1704275609
504	0.1703635553
505	0.1703095704
506	0.1702227219
507	0.1701768107
508	0.1701037703
509	0.169994426
510	0.1699229472
511	0.1698191959
512	0.1697325065
513	0.1696693904
514	0.169602793
515	0.1695374561
516	0.1694697657
517	0.1694264905
518	0.1693914947
519	0.1693594953
520	0.1692548331
521	0.1691985956
522	0.1691114093
523	0.1690226716
524	0.1689773036
525	0.1689191541
526	0.1688278672
527	0.1687613297
528	0.1685959358
529	0.168549452
530	0.1684842401
531	0.1683844304
532	0.16831956
533	0.1682593675
534	0.1682137737
535	0.168173597
536	0.1681246559
537	0.1680386278
538	0.1679841547
539	0.1679268927
540	0.1678850796
541	0.1678556718
542	0.1676918995
543	0.1676295444
544	0.1675688022
545	0.1675060378
546	0.1674445538
547	0.1674284392
548	0.1673623736
549	0.1673046499
550	0.1672446279
551	0.1671798797
552	0.1671441793
553	0.1669808707
554	0.1669123875
555	0.1668597724
556	0.1668254097
557	0.1667585494
558	0.1667015596
559	0.1666055364
560	0.1665768288
561	0.1665124187
562	0.1663982987
563	0.1663198122
564	0.1662849721
565	0.1662328063
566	0.1661695849
567	0.1661550686
568	0.1660145212
569	0.1659870599
570	0.165917545
571	0.1658453738
572	0.1657861138
573	0.1657351213
574	0.1656695014
575	0.1655576533
576	0.1655197244
577	0.1654809952
578	0.1654311006
579	0.1653852946
580	0.1653101749
581	0.1652067621
582	0.1651297846
583	0.1651013234
584	0.1650627623
585	0.1650029062
586	0.1649380315
587	0.1648368123
588	0.1647999726
589	0.1647465336
590	0.1647129368
591	0.1646674939
592	0.1646063408
593	0.1645478109
594	0.1644646591
595	0.1644418823
596	0.1644117195
597	0.1643538887
598	0.1643168253
599	0.1642817963
600	0.1641940159
601	0.1641642084
602	0.1641412866
603	0.1640920068
604	0.1640472841
605	0.1639996089
606	0.1639571339
607	0.1639302236
608	0.163911008
609	0.1638519299
610	0.163803583
611	0.1637413908
612	0.1636802424
613	0.1636549851
614	0.1635691561
615	0.1634475524
616	0.1634022228
617	0.1633210389
618	0.1632530343
619	0.1631875882
620	0.1630968331
621	0.1630432522
622	0.1629968889
623	0.1629585925
624	0.1629115117
625	0.1628007014
626	0.1627075561
627	0.1626311721
628	0.1625664813
629	0.1625076464
630	0.1624883234
631	0.1624232117
632	0.1623557531
633	0.1622963173
634	0.1622253771
635	0.1621648705
636	0.1620250304
637	0.1619831828
638	0.1619427532
639	0.1618934222
640	0.1618568719
641	0.1618210037
642	0.1617635124
643	0.1617409415
644	0.1616855738
645	0.1616142132
646	0.1615752804
647	0.1615281039
648	0.1614955299
649	0.1614390325
650	0.1613977154
651	0.161372396
652	0.1613375278
653	0.1612783597
654	0.1612195558
655	0.1611880275
656	0.161160453
657	0.1611371592
658	0.1610864106
659	0.1610797669
660	0.1610484839
661	0.161028962
662	0.1610049599
663	0.1609590522
664	0.1609180024
665	0.1608837476
666	0.1608522932
667	0.1608164619
668	0.1607413543
669	0.1606791314
670	0.1606236769
671	0.1605631406
672	0.1604763122
673	0.1604119973
674	0.1603748676
675	0.1603118696
676	0.1602702902
677	0.1602018314
678	0.1601673067
679	0.1601330657
680	0.1600501214
681	0.1599190535
682	0.1598998031
683	0.1598266647
684	0.1597666773
685	0.1597154433
686	0.159677479
687	0.1596616835
688	0.1595898672
689	0.1595629328
690	0.159505611
691	0.1594597415
692	0.1594289108
693	0.1593961118
694	0.1593135076
695	0.1592989467
696	0.1592419064
697	0.1591774364
698	0.1591715486
699	0.1590889642
700	0.1590813103
701	0.1590207942
702	0.1589671874
703	0.1589136912
704	0.1588359198
705	0.1587684699
706	0.1587180452
707	0.1585973612
708	0.1585336448
709	0.1584622795
710	0.1584033677
711	0.1583524238
712	0.1582974075
713	0.1582656964
714	0.1582436815
715	0.1582140292
716	0.1581847969
717	0.1581253452
718	0.1580668026
719	0.1580213598
720	0.157964763
721	0.1579034381
722	0.1578505655
723	0.1577783114
724	0.1577504689
725	0.157673644
726	0.1576254724
727	0.1575810131
728	0.1574706739
729	0.1574145935
730	0.1573416014
731	0.157280826
732	0.1572507365
733	0.1571737034
734	0.1571162618
735	0.1570068837
736	0.1569503632
737	0.1568982818
738	0.1568446864
739	0.1567827114
740	0.1567333012
741	0.156678775
742	0.1566460611
743	0.1565911497
744	0.1565424303
745	0.1565153242
746	0.1564564119
747	0.1564153739
748	0.15636898
749	0.1563309571
750	0.1563063228
751	0.1562661137
752	0.1562147562
753	0.1561443815
754	0.1560635759
755	0.1559991095
756	0.1559520615
757	0.155889862
758	0.1558644786
759	0.155809351
760	0.1557469402
761	0.1556749285
762	0.1556019136
763	0.1555312577
764	0.1554700929
765	0.1554198105
766	0.1553429398
767	0.1553024154
768	0.1552611256
769	0.1552085152
770	0.1551559932
771	0.1551184869
772	0.1550885742
773	0.1550514247
774	0.1549737599
775	0.1549497049
776	0.1549145136
777	0.1548761257
778	0.154855717
779	0.1548035105
780	0.1547523658
781	0.1547010359
782	0.1546630933
783	0.1545637064
784	0.1545054466
785	0.1544692829
786	0.1544287593
787	0.1543797676
788	0.1543440404
789	0.1542869213
790	0.1541473812
791	0.1541022049
792	0.1540623545
793	0.1540108743
794	0.1539452428
795	0.1538283907
796	0.1538032478
797	0.1537404058
798	0.1537169189
799	0.1536822838
800	0.1536547074
801	0.1535850576
802	0.1535039592
803	0.1534994196
804	0.153444841
805	0.1533890777
806	0.1533440386
807	0.1533158906
808	0.1532470153
809	0.1531376717
810	0.1531042667
811	0.1530514429
812	0.1530200007
813	0.1529732193
814	0.152897393
815	0.152871388
816	0.15282976
817	0.1527842123
818	0.1527680969
819	0.1527459582
820	0.1526983964
821	0.1526789367
822	0.1526375877
823	0.1525824415
824	0.1525286263
825	0.1524744473
826	0.1524308138
827	0.1523606118
828	0.1522995988
829	0.1522546113
830	0.1521897558
831	0.1521289776
832	0.1520771668
833	0.1520471742
834	0.1519766128
835	0.1519182934
836	0.1518747782
837	0.1518400292
838	0.1517988944
839	0.1517472365
840	0.1516997648
841	0.1515864122
842	0.1515030483
843	0.1514535041
844	0.1514064219
845	0.1513547183
846	0.1513209176
847	0.1512731945
848	0.1511783615
849	0.151142749
850	0.1511153622
851	0.1510640333
852	0.1510017733
853	0.1509806255
854	0.150929853
855	0.1508820879
856	0.1508473775
857	0.1507942916
858	0.1507452189
859	0.1507267596
860	0.1506988334
861	0.150666737
862	0.1506264006
863	0.1505713365
864	0.1505285215
865	0.1504816687
866	0.1504331112
867	0.1503784891
868	0.150352616
869	0.1503410165
870	0.1503118191
871	0.1502684276
872	0.1502239192
873	0.1501776784
874	0.1501299259
875	0.1500132251
876	0.1499731517
877	0.1499523532
878	0.1499300134
879	0.1499000943
880	0.1498661334
881	0.1498236989
882	0.1497553246
883	0.1496532783
884	0.1496016804
885	0.14953728
886	0.1494760347
887	0.1494277562
888	0.1493893033
889	0.1493490587
890	0.1492894396
891	0.1492481053
892	0.1492048124
893	0.1491636467
894	0.1491436817
895	0.1491094426
896	0.1490835854
897	0.1490684138
898	0.1490295619
899	0.1490144794
900	0.1489637175
901	0.1489125037
902	0.1488792207
903	0.1488379102
904	0.1487879793
905	0.1487446075
906	0.148697135
907	0.1486761068
908	0.1486510357
909	0.1486116307
910	0.148589077
911	0.1485602101
912	0.1485002144
913	0.1484361462
914	0.1484206663
915	0.1483744049
916	0.1482523097
917	0.1482207767
918	0.1481952156
919	0.1481189875
920	0.1480411207
921	0.1480046238
922	0.1479658641
923	0.1479287955
924	0.1478976897
925	0.1478274924
926	0.1477965456
927	0.1477564087
928	0.147661457
929	0.1475888321
930	0.1475511424
931	0.1475075088
932	0.147463061
933	0.1474405246
934	0.1473923267
935	0.1473641058
936	0.1473000026
937	0.1472661378
938	0.1472128291
939	0.1471878161
940	0.1471521162
941	0.1470965152
942	0.1470401118
943	0.1469671626
944	0.1469598126
945	0.1468835634
946	0.1468425124
947	0.1468069128
948	0.146767399
949	0.1467185342
950	0.1466915846
951	0.1466598902
952	0.1466335588
953	0.1465734107
954	0.1464898695
955	0.1464386052
956	0.1463969075
957	0.1463611416
958	0.1463336279
959	0.1462794594
960	0.1462267926
961	0.1462096014
962	0.1461705411
963	0.1461095847
964	0.1460412789
965	0.1460018189
966	0.1459836367
967	0.1459529232
968	0.145914483
969	0.1458889363
970	0.1458597212
971	0.1458138705
972	0.1457609137
973	0.1457465614
974	0.1457230684
975	0.14566965
976	0.1456123044
977	0.1455616538
978	0.145533043
979	0.1455129837
980	0.1454366283
981	0.145394505
982	0.1453748341
983	0.145295418
984	0.1452353121
985	0.1451992288
986	0.1451725606
987	0.1451166021
988	0.145076679
989	0.1450491765
990	0.1450208818
991	0.1450090291
992	0.1449825564
993	0.1449455551
994	0.1448594679
995	0.1448241922
996	0.1447873224
997	0.1447204717
998	0.1446725665
999	0.1446465156
